100,2,0.002758,0.308438
100,3,0.003036,0.030815
100,4,0.003974,0.103428
100,5,0.004147,0.306553
100,6,0.005580,0.231912
100,7,0.006383,0.235015
100,8,0.007729,0.449126
100,9,0.008856,0.037839
100,10,0.009997,0.278114
100,11,0.010736,0.263891
100,12,0.010789,0.072705
100,13,0.013798,0.287159
100,14,0.014087,0.315974
100,15,0.017876,0.079545
100,16,0.020142,0.087956
100,17,0.017487,0.091738
100,18,0.015823,0.106645
100,19,0.019739,0.091401
100,20,0.022180,0.105244
300,2,0.009050,0.722142
300,3,0.010746,0.508295
300,4,0.012204,0.182870
300,5,0.014997,0.387170
300,6,0.023367,0.091516
300,7,0.026227,0.418984
300,8,0.028598,0.458551
300,9,0.035147,0.719078
300,10,0.034665,0.430960
300,11,0.051266,0.771221
300,12,0.060989,0.860761
300,13,0.061354,0.793129
300,14,0.077359,0.836973
300,15,0.077362,0.926767
300,16,0.101899,0.850386
300,17,0.090606,0.980688
300,18,0.108638,0.432583
300,19,0.111953,0.976262
300,20,0.140004,0.676657
500,2,0.018904,0.149489
500,3,0.017751,0.101372
500,4,0.023514,0.096722
500,5,0.027462,0.104105
500,6,0.038159,0.105019
500,7,0.051674,0.117961
500,8,0.065489,0.116717
500,9,0.075751,0.133325
500,10,0.093754,0.230787
500,11,0.104495,0.160742
500,12,0.102839,0.148274
500,13,0.129241,0.527202
500,14,0.150038,0.231054
500,15,0.171150,0.699147
500,16,0.206031,0.209580
500,17,0.186850,0.256537
500,18,0.227633,0.254531
500,19,0.303878,0.363449
500,20,0.290714,0.808336
700,2,0.033991,0.125100
700,3,0.027617,0.193444
700,4,0.033150,0.105736
700,5,0.041620,0.128434
700,6,0.055603,0.253341
700,7,0.078307,0.175983
700,8,0.091608,0.152137
700,9,0.121818,0.378391
700,10,0.157443,0.365701
700,11,0.169067,0.222481
700,12,0.202471,0.257825
700,13,0.251340,0.317285
700,14,0.283619,0.873114
700,15,0.282767,0.686252
700,16,0.351621,0.327516
700,17,0.394099,0.446353
700,18,0.433145,0.441366
700,19,0.502358,0.509911
700,20,0.595081,0.590289
900,2,0.066675,0.231722
900,3,0.037528,0.151771
900,4,0.039327,0.140583
900,5,0.054546,0.184839
900,6,0.074591,0.157655
900,7,0.121731,0.165669
900,8,0.119677,0.325026
900,9,0.154866,0.201699
900,10,0.220113,0.285951
900,11,0.274684,0.514414
900,12,0.331327,0.274182
900,13,0.333938,0.479497
900,14,0.434814,0.851074
900,15,0.456003,1.151155
900,16,0.489690,0.607467
900,17,0.640568,0.583401
900,18,0.627923,1.181931
900,19,0.731541,1.082261
900,20,0.785873,0.611997
1100,2,0.127972,0.303861
1100,3,0.055963,0.166290
1100,4,0.047035,0.133679
1100,5,0.074109,0.167947
1100,6,0.097024,0.170534
1100,7,0.130423,0.177327
1100,8,0.164223,0.212591
1100,9,0.252271,0.325449
1100,10,0.295277,0.312372
1100,11,0.423053,0.566372
1100,12,0.379911,0.339621
1100,13,0.490016,0.462778
1100,14,0.594866,0.805240
1100,15,0.669508,0.519347
1100,16,0.685326,0.935196
1100,17,0.772737,0.554434
1100,18,0.949295,0.823438
1100,19,0.880020,0.628274
1100,20,1.027046,0.837072
1300,2,0.187308,0.538052
1300,3,0.074288,0.169219
1300,4,0.067255,0.157769
1300,5,0.090183,0.239860
1300,6,0.130173,0.195787
1300,7,0.190339,0.222573
1300,8,0.241781,0.295932
1300,9,0.309934,0.428217
1300,10,0.343956,0.371998
1300,11,0.410866,0.565534
1300,12,0.543178,0.569150
1300,13,0.597185,0.477928
1300,14,0.717904,0.570680
1300,15,0.879772,0.702377
1300,16,0.941372,0.950509
1300,17,0.981355,0.850069
1300,18,1.043589,1.044502
1300,19,1.308895,0.868652
1300,20,1.425100,1.302562
1500,2,0.224889,0.445477
1500,3,0.075500,0.192881
1500,4,0.075271,0.258270
1500,5,0.100200,0.239346
1500,6,0.156043,0.309779
1500,7,0.183170,0.233984
1500,8,0.301090,0.347482
1500,9,0.347213,0.300619
1500,10,0.505589,0.475719
1500,11,0.545421,0.624951
1500,12,0.677887,0.760602
1500,13,0.720028,0.489451
1500,14,0.951840,0.741497
1500,15,0.921984,0.776805
1500,16,1.243015,0.917992
1500,17,1.523830,0.894745
1500,18,1.325003,0.786557
1500,19,1.750600,1.294662
1500,20,1.728565,0.979094
1700,2,0.305815,0.866825
1700,3,0.112339,0.594395
1700,4,0.098306,0.529576
1700,5,0.128689,0.186314
1700,6,0.183747,0.655532
1700,7,0.260020,0.310180
1700,8,0.331849,0.425036
1700,9,0.440424,0.412671
1700,10,0.678292,0.518537
1700,11,0.785552,0.817322
1700,12,0.812141,0.806454
1700,13,0.900744,0.939808
1700,14,1.186172,0.887366
1700,15,1.160156,0.836892
1700,16,1.374303,0.752105
1700,17,1.480716,1.491814
1700,18,1.605861,1.285769
1700,19,2.170539,1.334153
1700,20,2.730307,2.108169
