100,2,0.002680,0.018568
100,3,0.002776,0.021093
100,4,0.003310,0.020429
100,5,0.004677,0.019432
100,6,0.005383,0.025405
100,7,0.005989,0.025099
100,8,0.006984,0.024471
100,9,0.009929,0.028471
100,10,0.011519,0.030931
100,11,0.012552,0.034387
100,12,0.012063,0.030280
100,13,0.012069,0.030286
100,14,0.014230,0.032967
100,15,0.015850,0.034216
100,16,0.017757,0.037641
100,17,0.016351,0.049020
100,18,0.020570,0.057734
100,19,0.021759,0.055433
100,20,0.020678,0.054904
300,2,0.009578,0.038755
300,3,0.010290,0.042686
300,4,0.011218,0.041751
300,5,0.015793,0.062097
300,6,0.020453,0.060171
300,7,0.025595,0.071470
300,8,0.028524,0.074830
300,9,0.041263,0.079953
300,10,0.038296,0.076467
300,11,0.049984,0.099068
300,12,0.050741,0.097630
300,13,0.067428,0.105181
300,14,0.077292,0.108724
300,15,0.081191,0.126674
300,16,0.088405,0.127209
300,17,0.113270,0.134138
300,18,0.106165,0.145905
300,19,0.130501,0.145228
300,20,0.098845,0.127723
500,2,0.019219,0.081343
500,3,0.016874,0.079175
500,4,0.017745,0.078113
500,5,0.028657,0.088001
500,6,0.034377,0.089275
500,7,0.049691,0.098210
500,8,0.060975,0.147249
500,9,0.080723,0.131913
500,10,0.087902,0.144418
500,11,0.114544,0.177539
500,12,0.143111,0.170189
500,13,0.144579,0.167327
500,14,0.157388,0.189189
500,15,0.162868,0.194548
500,16,0.180737,0.209154
500,17,0.188747,0.260419
500,18,0.237918,0.279695
500,19,0.252576,0.289860
500,20,0.291620,0.290016
700,2,0.035524,0.109528
700,3,0.029158,0.103879
700,4,0.030881,0.099734
700,5,0.040277,0.112256
700,6,0.052449,0.116574
700,7,0.069299,0.139803
700,8,0.099628,0.173574
700,9,0.120416,0.183350
700,10,0.145905,0.187751
700,11,0.170792,0.209294
700,12,0.173542,0.217011
700,13,0.212350,0.272717
700,14,0.277957,0.276694
700,15,0.283399,0.300419
700,16,0.313229,0.299119
700,17,0.353840,0.335441
700,18,0.472397,0.429545
700,19,0.462670,0.418025
700,20,0.484097,0.686073
900,2,0.054956,0.154280
900,3,0.035411,0.124567
900,4,0.037947,0.127179
900,5,0.053617,0.143699
900,6,0.079403,0.161271
900,7,0.098934,0.175673
900,8,0.143880,0.236939
900,9,0.161336,0.209138
900,10,0.268189,0.307367
900,11,0.261471,0.343537
900,12,0.283014,0.304170
900,13,0.346773,0.324964
900,14,0.373056,0.370037
900,15,0.399026,0.435141
900,16,0.499516,0.531034
900,17,0.609047,0.506541
900,18,0.649957,0.623284
900,19,0.675602,0.542065
900,20,0.649733,0.573416
1100,2,0.085241,0.195805
1100,3,0.050535,0.152207
1100,4,0.053269,0.151927
1100,5,0.077225,0.179590
1100,6,0.096430,0.199595
1100,7,0.150531,0.232708
1100,8,0.187271,0.254394
1100,9,0.198319,0.270202
1100,10,0.304725,0.343507
1100,11,0.413815,0.468064
1100,12,0.423389,0.404054
1100,13,0.463303,0.469631
1100,14,0.550569,0.517217
1100,15,0.750616,0.585973
1100,16,0.716402,0.752205
1100,17,0.862615,0.702934
1100,18,0.823214,0.628185
1100,19,0.994855,0.736092
1100,20,0.935839,0.718625
1300,2,0.141025,0.286941
1300,3,0.077573,0.198760
1300,4,0.059045,0.168267
1300,5,0.089016,0.195909
1300,6,0.114516,0.215259
1300,7,0.201916,0.280948
1300,8,0.233701,0.298282
1300,9,0.274120,0.338965
1300,10,0.336418,0.391336
1300,11,0.523623,0.566439
1300,12,0.532675,0.504386
1300,13,0.686262,0.603929
1300,14,0.651152,0.634076
1300,15,0.904555,0.870305
1300,16,0.885382,0.761390
1300,17,1.205067,0.904855
1300,18,1.183921,1.122751
1300,19,1.443180,1.143043
1300,20,1.314229,1.429202
1500,2,0.214280,0.337329
1500,3,0.112707,0.239858
1500,4,0.077314,0.202178
1500,5,0.106928,0.222829
1500,6,0.152457,0.259494
1500,7,0.222374,0.306229
1500,8,0.299035,0.400442
1500,9,0.383298,0.468669
1500,10,0.400933,0.477701
1500,11,0.551037,0.541287
1500,12,0.700799,0.789105
1500,13,0.754358,0.800755
1500,14,0.895304,0.824781
1500,15,1.080423,0.949199
1500,16,1.073136,0.847105
1500,17,1.653632,1.463734
1500,18,1.311211,1.162480
1500,19,1.473265,1.192722
1500,20,2.259248,1.671182
1700,2,0.268164,0.429912
1700,3,0.163667,0.321590
1700,4,0.094294,0.241020
1700,5,0.123423,0.258039
1700,6,0.180718,0.298240
1700,7,0.240366,0.336788
1700,8,0.320928,0.394095
1700,9,0.436521,0.536993
1700,10,0.649512,0.605979
1700,11,0.634796,0.572347
1700,12,0.799459,0.702893
1700,13,0.765256,0.672334
1700,14,1.158997,1.144746
1700,15,1.083011,1.182046
1700,16,1.508044,1.434743
1700,17,1.496126,1.329608
1700,18,1.939123,1.567481
1700,19,1.782545,1.373021
1700,20,2.226005,1.737674
