6000,1,21.991491,8.669751
6000,3,2.206011,1.841893
6000,5,0.802641,0.646212
6000,7,1.545338,0.958370
6400,1,25.421482,10.354809
6400,3,3.008048,2.112833
6400,5,0.907418,0.675611
6400,7,1.641969,1.120248
6800,1,32.787939,11.561636
6800,3,3.225252,2.445934
6800,5,0.938836,0.807851
6800,7,2.238285,1.403223
7200,1,38.084207,11.610787
7200,3,4.531578,3.085784
7200,5,0.924144,0.649909
7200,7,1.949525,1.274421
7600,1,45.035551,12.387853
7600,3,5.952816,3.294104
7600,5,1.152457,0.853234
7600,7,2.131550,1.225561
8000,1,51.841382,15.393701
8000,3,4.484465,2.749080
8000,5,1.086266,0.863464
8000,7,2.896771,1.695420
