400,8,0.063747,0.195736
400,10,0.096107,0.123299
400,12,0.143610,0.354478
400,14,0.168827,0.332945
400,16,0.197463,0.244876
400,18,0.282371,0.402352
400,20,0.304635,0.476881
600,8,0.127957,0.181389
600,10,0.162228,0.216929
600,12,0.240587,0.442493
600,14,0.394398,1.431956
600,16,0.409254,0.473596
600,18,0.538532,0.453317
600,20,0.756596,0.806974
800,8,0.155860,0.184592
800,10,0.284115,0.498136
800,12,0.332562,0.475279
800,14,0.462537,0.450621
800,16,0.830004,1.019939
800,18,0.957778,1.071780
800,20,1.022839,1.339852
1000,8,0.218863,0.267041
1000,10,0.334129,0.411661
1000,12,0.454080,0.525897
1000,14,0.811853,0.768330
1000,16,1.260602,1.315668
1000,18,1.156134,1.212825
1000,20,1.833420,1.228634
1200,8,0.340203,0.393873
1200,10,0.493946,0.491274
1200,12,0.701044,0.653045
1200,14,0.995775,1.235208
1200,16,1.107395,0.725099
1200,18,1.570486,1.228489
1200,20,2.387606,1.631580
1400,8,0.379930,0.439084
1400,10,0.659370,1.142360
1400,12,0.915992,0.952073
1400,14,1.420957,1.182601
1400,16,1.787640,1.547004
1400,18,2.353982,2.535153
1400,20,2.638363,1.637421
1600,8,0.490027,0.593040
1600,10,0.777731,0.779374
1600,12,1.049849,0.812372
1600,14,1.505019,1.168150
1600,16,2.587398,1.735724
1600,18,3.169502,2.028172
1600,20,4.036516,2.299023
1800,8,0.542362,0.636075
1800,10,0.923392,0.821699
1800,12,1.579039,1.057243
1800,14,1.965731,1.764512
1800,16,2.571418,1.393113
1800,18,4.173627,2.196482
1800,20,3.850882,2.018776
