1000,8,0.036607,0.159855
1000,12,0.074723,0.279024
1000,16,0.141048,0.255437
1000,20,0.268392,0.350467
1500,8,0.072762,0.073990
1500,12,0.168387,0.151772
1500,16,0.406666,0.243239
1500,20,0.530046,0.275078
2000,8,0.116225,0.116310
2000,12,0.275207,0.174024
2000,16,0.541378,0.313553
2000,20,0.945198,0.561899
2500,8,0.128419,0.118662
2500,12,0.442209,0.331433
2500,16,0.817498,0.459482
2500,20,1.041050,0.570132
3000,8,0.158143,0.144189
3000,12,0.591589,0.414854
3000,16,1.023073,0.556516
3000,20,1.704822,0.688653
3500,8,0.269923,0.204782
3500,12,0.677719,0.450844
3500,16,1.618801,0.823666
3500,20,2.045936,1.009205
4000,8,0.302735,0.274689
4000,12,0.789508,0.553008
4000,16,1.653324,0.996983
4000,20,2.506939,1.155232
4500,8,0.379478,0.331748
4500,12,0.938681,0.594392
4500,16,2.141952,1.085352
4500,20,3.696106,1.341093
5000,8,0.450172,0.260618
5000,12,1.398954,0.771423
5000,16,2.855651,1.007038
5000,20,3.902280,1.518949
5500,8,0.551565,0.555680
5500,12,1.526356,0.751033
5500,16,3.344078,0.982866
5500,20,4.957525,2.047878
6000,8,0.567176,0.430570
6000,12,1.617511,0.806293
6000,16,3.127307,1.182272
6000,20,5.378592,1.744336
6500,8,0.640080,0.426694
6500,12,1.865807,1.010516
6500,16,3.480845,1.433133
6500,20,6.884997,2.549599
7000,8,0.689738,0.517086
7000,12,1.973838,0.995828
7000,16,4.066976,1.896428
7000,20,7.543690,2.745948
7500,8,0.875302,0.814235
7500,12,2.416637,1.306953
7500,16,5.840120,2.016973
7500,20,9.305570,2.554298
8000,8,0.949181,0.603455
8000,12,2.645408,1.455690
8000,16,5.383948,2.183254
8000,20,8.149369,2.640375
8500,8,1.141239,0.721875
8500,12,3.056777,1.343476
8500,16,6.145756,2.492322
8500,20,11.052402,3.232474
9000,8,1.097399,0.724007
9000,12,3.108280,1.454385
9000,16,6.878531,2.693220
9000,20,12.572035,3.916741
9500,8,1.199819,0.626443
9500,12,4.062813,1.778898
9500,16,7.528223,2.582433
9500,20,12.913073,4.381505
